random_water_train_1000-1	-76.4080373930927692
random_water_train_1000-2	-76.4029343371678920
random_water_train_1000-3	-76.4026393465036477
random_water_train_1000-4	-76.4081895275309790
random_water_train_1000-5	-76.4066964332802598
random_water_train_1000-6	-76.4048888722270050
random_water_train_1000-7	-76.4063713407973779
random_water_train_1000-8	-76.4065574015134388
random_water_train_1000-9	-76.4082835720792986
random_water_train_1000-10	-76.4082838528285038
random_water_train_1000-11	-76.4081571719963790
random_water_train_1000-12	-76.4084419324167641
random_water_train_1000-13	-76.4081705463537162
random_water_train_1000-14	-76.4048953037041656
random_water_train_1000-15	-76.4071893430566007
random_water_train_1000-16	-76.4088633765311869
random_water_train_1000-17	-76.4079561856581506
random_water_train_1000-18	-76.4076913657240908
random_water_train_1000-19	-76.4085920946487818
random_water_train_1000-20	-76.4079834812040986
random_water_train_1000-21	-76.4063839336908046
random_water_train_1000-22	-76.4068598650470250
random_water_train_1000-23	-76.4046514392631479
random_water_train_1000-24	-76.4056854265418224
random_water_train_1000-25	-76.4061495040769643
random_water_train_1000-26	-76.3937928138244757
random_water_train_1000-27	-76.4079087187587902
random_water_train_1000-28	-76.4082402641091392
random_water_train_1000-29	-76.4085169709893535
random_water_train_1000-30	-76.4075902879888105
random_water_train_1000-31	-76.4075410010674716
random_water_train_1000-32	-76.4079796099769482
random_water_train_1000-33	-76.4077667153311779
random_water_train_1000-34	-76.4077624441867584
random_water_train_1000-35	-76.4086163306624684
random_water_train_1000-36	-76.4065213763534956
random_water_train_1000-37	-76.4075831185714378
random_water_train_1000-38	-76.4050249402310868
random_water_train_1000-39	-76.4083280265855791
random_water_train_1000-40	-76.4085427886548132
random_water_train_1000-41	-76.4074942966899755
random_water_train_1000-42	-76.4074855794006282
random_water_train_1000-43	-76.4081192630796409
random_water_train_1000-44	-76.4081994581936641
random_water_train_1000-45	-76.4059810829815120
random_water_train_1000-46	-76.4080072613291890
random_water_train_1000-47	-76.4063551684287177
random_water_train_1000-48	-76.4072766457338588
random_water_train_1000-49	-76.4081140773288894
random_water_train_1000-50	-76.4052769873457009
random_water_train_1000-51	-76.4055421914836899
random_water_train_1000-52	-76.4079191593047113
random_water_train_1000-53	-76.4010082107493815
random_water_train_1000-54	-76.4080521196979134
random_water_train_1000-55	-76.4077104424157625
random_water_train_1000-56	-76.4053798661805530
random_water_train_1000-57	-76.4039709493561361
random_water_train_1000-58	-76.4069049934017670
random_water_train_1000-59	-76.4025859357304142
random_water_train_1000-60	-76.4073929009102528
random_water_train_1000-61	-76.4068015914167944
random_water_train_1000-62	-76.4043659294378728
random_water_train_1000-63	-76.4067671862695477
random_water_train_1000-64	-76.4062362775771078
random_water_train_1000-65	-76.4067087048477021
random_water_train_1000-66	-76.4082099647313129
random_water_train_1000-67	-76.4085123960876018
random_water_train_1000-68	-76.4022301607754883
random_water_train_1000-69	-76.4053474437709070
random_water_train_1000-70	-76.4050583170578932
random_water_train_1000-71	-76.4065110883357193
random_water_train_1000-72	-76.4088005913215937
random_water_train_1000-73	-76.4028253400866646
random_water_train_1000-74	-76.4088596432395519
random_water_train_1000-75	-76.4078365920466211
random_water_train_1000-76	-76.4085533102354617
random_water_train_1000-77	-76.4076005462502792
random_water_train_1000-78	-76.4046429129154490
random_water_train_1000-79	-76.4071870979190777
random_water_train_1000-80	-76.4073885146620739
random_water_train_1000-81	-76.4070963138649972
random_water_train_1000-82	-76.4070243054604816
random_water_train_1000-83	-76.4056097789807893
random_water_train_1000-84	-76.3970580945530742
random_water_train_1000-85	-76.4086684349991572
random_water_train_1000-86	-76.4087788291815713
random_water_train_1000-87	-76.4061720641703630
random_water_train_1000-88	-76.4080751215775251
random_water_train_1000-89	-76.4076548876393673
random_water_train_1000-90	-76.4086410870150416
random_water_train_1000-91	-76.4087298035968132
random_water_train_1000-92	-76.4027958864251673
random_water_train_1000-93	-76.4060060326713568
random_water_train_1000-94	-76.3992117955140344
random_water_train_1000-95	-76.4066222087681837
random_water_train_1000-96	-76.4069908122674377
random_water_train_1000-97	-76.4081919195979822
random_water_train_1000-98	-76.4072466839103015
random_water_train_1000-99	-76.4051303499510652
random_water_train_1000-100	-76.4070253944971114
random_water_train_1000-101	-76.4062329005447083
random_water_train_1000-102	-76.4078861046487390
random_water_train_1000-103	-76.4083797912888230
random_water_train_1000-104	-76.4079998835563856
random_water_train_1000-105	-76.4077789870948010
random_water_train_1000-106	-76.4089017451539121
random_water_train_1000-107	-76.4061589623360788
random_water_train_1000-108	-76.4064339193793387
random_water_train_1000-109	-76.4081406824923874
random_water_train_1000-110	-76.4079646890103845
random_water_train_1000-111	-76.4059682597563210
random_water_train_1000-112	-76.4069333163250519
random_water_train_1000-113	-76.4079833543522398
random_water_train_1000-114	-76.4087161730482762
random_water_train_1000-115	-76.4070338573319106
random_water_train_1000-116	-76.4056739639249400
random_water_train_1000-117	-76.4078022879323271
random_water_train_1000-118	-76.4064592093545656
random_water_train_1000-119	-76.4087317424002350
random_water_train_1000-120	-76.4066863044000826
random_water_train_1000-121	-76.4073058120783628
random_water_train_1000-122	-76.4061443092059420
random_water_train_1000-123	-76.4081210265637054
random_water_train_1000-124	-76.4084371451898079
random_water_train_1000-125	-76.4065327175858755
random_water_train_1000-126	-76.4072953171333893
random_water_train_1000-127	-76.4083030537945831
random_water_train_1000-128	-76.4062376951886364
random_water_train_1000-129	-76.4059777173254560
random_water_train_1000-130	-76.4067176361273681
random_water_train_1000-131	-76.4078939917459081
random_water_train_1000-132	-76.4032284962693495
random_water_train_1000-133	-76.4069179731254593
random_water_train_1000-134	-76.4069236929015716
random_water_train_1000-135	-76.4051940252931132
random_water_train_1000-136	-76.4052361089404570
random_water_train_1000-137	-76.4049808557204386
random_water_train_1000-138	-76.4059656977227064
random_water_train_1000-139	-76.4024692222026971
random_water_train_1000-140	-76.4043182007677331
random_water_train_1000-141	-76.4048944603795803
random_water_train_1000-142	-76.4076005811284631
random_water_train_1000-143	-76.4058860519823781
random_water_train_1000-144	-76.4064550653915404
random_water_train_1000-145	-76.4020258511180685
random_water_train_1000-146	-76.4073502193977134
random_water_train_1000-147	-76.4082635348806605
random_water_train_1000-148	-76.3988866544200960
random_water_train_1000-149	-76.4067141523182727
random_water_train_1000-150	-76.4070506400349103
random_water_train_1000-151	-76.4031709139971298
random_water_train_1000-152	-76.4082849100264241
random_water_train_1000-153	-76.4074108024301779
random_water_train_1000-154	-76.4086069375762946
random_water_train_1000-155	-76.4086481491792711
random_water_train_1000-156	-76.4071894318548459
random_water_train_1000-157	-76.4088337490529739
random_water_train_1000-158	-76.4039664410978929
random_water_train_1000-159	-76.4075733246976512
random_water_train_1000-160	-76.4063159749838547
random_water_train_1000-161	-76.4051710041055685
random_water_train_1000-162	-76.4083499360089178
random_water_train_1000-163	-76.4068541206542591
random_water_train_1000-164	-76.4077192129731770
random_water_train_1000-165	-76.4066590237471814
random_water_train_1000-166	-76.4078006960857579
random_water_train_1000-167	-76.4062038356762656
random_water_train_1000-168	-76.4083864231285901
random_water_train_1000-169	-76.4063655901657626
random_water_train_1000-170	-76.4069959166727557
random_water_train_1000-171	-76.4088825972095407
random_water_train_1000-172	-76.4059343690713604
random_water_train_1000-173	-76.4084423431846176
random_water_train_1000-174	-76.4076670844911519
random_water_train_1000-175	-76.4030971402412860
random_water_train_1000-176	-76.4001100944574461
random_water_train_1000-177	-76.4086808035796992
random_water_train_1000-178	-76.4074598810766190
random_water_train_1000-179	-76.4066761409168862
random_water_train_1000-180	-76.4054778760759916
random_water_train_1000-181	-76.4032055641016399
random_water_train_1000-182	-76.4088026148585584
random_water_train_1000-183	-76.4079972713971642
random_water_train_1000-184	-76.4077737606726686
random_water_train_1000-185	-76.4074383274188875
random_water_train_1000-186	-76.4053350279868937
random_water_train_1000-187	-76.4031442200165571
random_water_train_1000-188	-76.4078421088445623
random_water_train_1000-189	-76.4040803107751998
random_water_train_1000-190	-76.4075556048172615
random_water_train_1000-191	-76.4071175605311055
random_water_train_1000-192	-76.4061404168674869
random_water_train_1000-193	-76.4038963034581542
random_water_train_1000-194	-76.4074046482709974
random_water_train_1000-195	-76.4049774815818381
random_water_train_1000-196	-76.3992894740340063
random_water_train_1000-197	-76.4083303853788465
random_water_train_1000-198	-76.3990193307667482
random_water_train_1000-199	-76.4010608639789837
random_water_train_1000-200	-76.4070267679072685
random_water_train_1000-201	-76.4033771509453459
random_water_train_1000-202	-76.4060962392031371
random_water_train_1000-203	-76.4036438330723371
random_water_train_1000-204	-76.4058788286920390
random_water_train_1000-205	-76.4073215124133895
random_water_train_1000-206	-76.4083585962514746
random_water_train_1000-207	-76.4075681430900175
random_water_train_1000-208	-76.4052223731167857
random_water_train_1000-209	-76.4079541486888729
random_water_train_1000-210	-76.4070273702196658
random_water_train_1000-211	-76.4069921347183652
random_water_train_1000-212	-76.4085405366665640
random_water_train_1000-213	-76.4071028968083539
random_water_train_1000-214	-76.4077352044574241
random_water_train_1000-215	-76.4070724762139122
random_water_train_1000-216	-76.4086150822351726
random_water_train_1000-217	-76.4057375939713097
random_water_train_1000-218	-76.4072259847529267
random_water_train_1000-219	-76.4076581366064431
random_water_train_1000-220	-76.4088356924907401
random_water_train_1000-221	-76.4060920863003474
random_water_train_1000-222	-76.4078322806768142
random_water_train_1000-223	-76.4035241324693573
random_water_train_1000-224	-76.4085292635465265
random_water_train_1000-225	-76.4067501758804326
random_water_train_1000-226	-76.4067330500381132
random_water_train_1000-227	-76.4056499637590036
random_water_train_1000-228	-76.4075936462725167
random_water_train_1000-229	-76.4083644348930591
random_water_train_1000-230	-76.4069876188876407
random_water_train_1000-231	-76.4086744858279019
random_water_train_1000-232	-76.4058215913381389
random_water_train_1000-233	-76.4013074089903625
random_water_train_1000-234	-76.4070358833249514
random_water_train_1000-235	-76.4082160636165639
random_water_train_1000-236	-76.4083846344554587
random_water_train_1000-237	-76.3996005248917953
random_water_train_1000-238	-76.4074589241314897
random_water_train_1000-239	-76.4010967393691232
random_water_train_1000-240	-76.4073492697634151
random_water_train_1000-241	-76.4064272976127086
random_water_train_1000-242	-76.4064234965653100
random_water_train_1000-243	-76.4080093446520152
random_water_train_1000-244	-76.4061796894791456
random_water_train_1000-245	-76.4069498890832932
random_water_train_1000-246	-76.4068610549484646
random_water_train_1000-247	-76.4079848860130255
random_water_train_1000-248	-76.3882163625096808
random_water_train_1000-249	-76.4078593674107367
random_water_train_1000-250	-76.4008326257593922
random_water_train_1000-251	-76.4080816715538162
random_water_train_1000-252	-76.3966055883914095
random_water_train_1000-253	-76.4067130512997750
random_water_train_1000-254	-76.4070644568088824
random_water_train_1000-255	-76.4086662219132080
random_water_train_1000-256	-76.4085705884651105
random_water_train_1000-257	-76.4083204144977799
random_water_train_1000-258	-76.4005947642933876
random_water_train_1000-259	-76.4066916586422593
random_water_train_1000-260	-76.4059221114417113
random_water_train_1000-261	-76.4026291316711337
random_water_train_1000-262	-76.4075763144404760
random_water_train_1000-263	-76.4073194486224452
random_water_train_1000-264	-76.4078389754827469
random_water_train_1000-265	-76.4085343409778233
random_water_train_1000-266	-76.4067442598691287
random_water_train_1000-267	-76.4077978029270497
random_water_train_1000-268	-76.3996059806299854
random_water_train_1000-269	-76.4043497103129141
random_water_train_1000-270	-76.4079723720091692
random_water_train_1000-271	-76.4084470386588492
random_water_train_1000-272	-76.4069380347619926
random_water_train_1000-273	-76.4083583973892218
random_water_train_1000-274	-76.4058023722833894
random_water_train_1000-275	-76.4055852801440665
random_water_train_1000-276	-76.4083388341401673
random_water_train_1000-277	-76.4080729547403052
random_water_train_1000-278	-76.4061976649257701
random_water_train_1000-279	-76.4010792367072895
random_water_train_1000-280	-76.4003210482163269
random_water_train_1000-281	-76.4067905832217775
random_water_train_1000-282	-76.4060418108948340
random_water_train_1000-283	-76.4065699158912395
random_water_train_1000-284	-76.4005472313616849
random_water_train_1000-285	-76.4077204446393097
random_water_train_1000-286	-76.4087589117783068
random_water_train_1000-287	-76.4029349289428268
random_water_train_1000-288	-76.4059432037601454
random_water_train_1000-289	-76.4077793792415889
random_water_train_1000-290	-76.4067322431490794
random_water_train_1000-291	-76.4060708855587052
random_water_train_1000-292	-76.4087739207490699
